ResourceSpeciesID,ConsumerSpeciesID,Type
109,146,Feeding
114,146,Feeding
119,146,Feeding
136,146,Feeding
138,146,Feeding
114,147,Feeding
118,147,Feeding
119,147,Feeding
121,147,Feeding
122,147,Feeding
125,147,Feeding
136,147,Feeding
138,147,Feeding
118,148,Feeding
121,148,Feeding
4,152,Feeding
7,152,Feeding
8,152,Feeding
10,152,Feeding
11,152,Feeding
14,152,Feeding
15,152,Feeding
16,152,Feeding
17,152,Feeding
18,152,Feeding
19,152,Feeding
20,152,Feeding
48,152,Feeding
75,152,Feeding
91,152,Feeding
96,152,Feeding
97,152,Feeding
98,152,Feeding
101,152,Feeding
105,152,Feeding
107,152,Feeding
94,152,Feeding
94,152,Feeding
118,153,Feeding
119,153,Feeding
121,153,Feeding
122,153,Feeding
125,153,Feeding
128,153,Feeding
136,153,Feeding
138,153,Feeding
88,156,Feeding
94,156,Feeding
114,156,Feeding
66,157,Feeding
114,157,Feeding
118,157,Feeding
121,157,Feeding
118,158,Feeding
119,158,Feeding
121,158,Feeding
136,158,Feeding
138,158,Feeding
75,160,Feeding
77,160,Feeding
79,160,Feeding
82,160,Feeding
88,160,Feeding
91,160,Feeding
94,160,Feeding
96,160,Feeding
97,160,Feeding
98,160,Feeding
101,160,Feeding
105,160,Feeding
107,160,Feeding
109,160,Feeding
114,160,Feeding
121,160,Feeding
122,160,Feeding
118,162,Feeding
119,162,Feeding
121,162,Feeding
122,162,Feeding
125,162,Feeding
128,162,Feeding
136,162,Feeding
138,162,Feeding
118,163,Feeding
119,163,Feeding
121,163,Feeding
122,163,Feeding
125,163,Feeding
128,163,Feeding
136,163,Feeding
138,163,Feeding
24,164,Feeding
25,164,Feeding
26,164,Feeding
29,164,Feeding
34,164,Feeding
35,164,Feeding
36,164,Feeding
37,164,Feeding
38,164,Feeding
39,164,Feeding
40,164,Feeding
41,164,Feeding
42,164,Feeding
43,164,Feeding
45,164,Feeding
53,164,Feeding
77,164,Feeding
79,164,Feeding
88,164,Feeding
89,164,Feeding
91,164,Feeding
96,164,Feeding
97,164,Feeding
98,164,Feeding
101,164,Feeding
105,164,Feeding
107,164,Feeding
108,164,Feeding
109,164,Feeding
121,164,Feeding
91,165,Feeding
96,165,Feeding
97,165,Feeding
98,165,Feeding
101,165,Feeding
105,165,Feeding
107,165,Feeding
114,165,Feeding
118,165,Feeding
119,165,Feeding
121,165,Feeding
122,165,Feeding
125,165,Feeding
136,165,Feeding
138,165,Feeding
118,166,Feeding
119,166,Feeding
121,166,Feeding
136,166,Feeding
138,166,Feeding
118,167,Feeding
119,167,Feeding
121,167,Feeding
136,167,Feeding
138,167,Feeding
118,168,Feeding
119,168,Feeding
121,168,Feeding
122,168,Feeding
125,168,Feeding
128,168,Feeding
136,168,Feeding
138,168,Feeding
118,169,Feeding
119,169,Feeding
121,169,Feeding
122,169,Feeding
125,169,Feeding
128,169,Feeding
136,169,Feeding
138,169,Feeding
77,171,Feeding
107,171,Feeding
109,171,Feeding
114,171,Feeding
24,172,Feeding
25,172,Feeding
26,172,Feeding
29,172,Feeding
34,172,Feeding
35,172,Feeding
36,172,Feeding
37,172,Feeding
38,172,Feeding
39,172,Feeding
40,172,Feeding
41,172,Feeding
42,172,Feeding
43,172,Feeding
45,172,Feeding
53,172,Feeding
77,172,Feeding
79,172,Feeding
94,172,Feeding
86,172,Feeding
90,172,Feeding
119,172,Feeding
136,172,Feeding
138,172,Feeding
111,175,Feeding
114,175,Feeding
119,175,Feeding
136,175,Feeding
138,175,Feeding
211,175,Feeding
24,176,Feeding
25,176,Feeding
26,176,Feeding
29,176,Feeding
34,176,Feeding
35,176,Feeding
36,176,Feeding
37,176,Feeding
38,176,Feeding
39,176,Feeding
40,176,Feeding
41,176,Feeding
42,176,Feeding
43,176,Feeding
45,176,Feeding
53,176,Feeding
75,176,Feeding
76,176,Feeding
77,176,Feeding
79,176,Feeding
82,176,Feeding
89,176,Feeding
91,176,Feeding
96,176,Feeding
97,176,Feeding
98,176,Feeding
101,176,Feeding
103,176,Feeding
105,176,Feeding
107,176,Feeding
108,176,Feeding
94,176,Feeding
94,176,Feeding
119,176,Feeding
121,176,Feeding
136,176,Feeding
138,176,Feeding
24,178,Feeding
25,178,Feeding
26,178,Feeding
29,178,Feeding
34,178,Feeding
35,178,Feeding
36,178,Feeding
37,178,Feeding
38,178,Feeding
39,178,Feeding
40,178,Feeding
41,178,Feeding
42,178,Feeding
43,178,Feeding
45,178,Feeding
53,178,Feeding
77,178,Feeding
79,178,Feeding
88,178,Feeding
91,178,Feeding
94,178,Feeding
96,178,Feeding
97,178,Feeding
98,178,Feeding
100,178,Feeding
101,178,Feeding
103,178,Feeding
105,178,Feeding
107,178,Feeding
109,178,Feeding
94,178,Feeding
94,178,Feeding
121,178,Feeding
4,179,Feeding
7,179,Feeding
8,179,Feeding
10,179,Feeding
11,179,Feeding
14,179,Feeding
15,179,Feeding
16,179,Feeding
17,179,Feeding
18,179,Feeding
19,179,Feeding
20,179,Feeding
48,179,Feeding
75,179,Feeding
91,179,Feeding
96,179,Feeding
97,179,Feeding
98,179,Feeding
101,179,Feeding
105,179,Feeding
107,179,Feeding
86,179,Feeding
90,179,Feeding
94,179,Feeding
94,179,Feeding
24,181,Feeding
25,181,Feeding
26,181,Feeding
29,181,Feeding
34,181,Feeding
35,181,Feeding
36,181,Feeding
37,181,Feeding
38,181,Feeding
39,181,Feeding
40,181,Feeding
41,181,Feeding
42,181,Feeding
43,181,Feeding
45,181,Feeding
53,181,Feeding
82,181,Feeding
88,181,Feeding
89,181,Feeding
91,181,Feeding
96,181,Feeding
97,181,Feeding
98,181,Feeding
101,181,Feeding
103,181,Feeding
105,181,Feeding
107,181,Feeding
108,181,Feeding
109,181,Feeding
114,181,Feeding
119,181,Feeding
136,181,Feeding
138,181,Feeding
4,185,Feeding
7,185,Feeding
8,185,Feeding
10,185,Feeding
11,185,Feeding
14,185,Feeding
15,185,Feeding
16,185,Feeding
17,185,Feeding
18,185,Feeding
19,185,Feeding
20,185,Feeding
48,185,Feeding
75,185,Feeding
91,185,Feeding
96,185,Feeding
97,185,Feeding
98,185,Feeding
101,185,Feeding
105,185,Feeding
107,185,Feeding
86,185,Feeding
90,185,Feeding
94,185,Feeding
94,185,Feeding
118,186,Feeding
121,186,Feeding
122,186,Feeding
125,186,Feeding
128,186,Feeding
91,187,Feeding
96,187,Feeding
97,187,Feeding
98,187,Feeding
101,187,Feeding
105,187,Feeding
107,187,Feeding
114,187,Feeding
118,187,Feeding
119,187,Feeding
121,187,Feeding
122,187,Feeding
125,187,Feeding
136,187,Feeding
138,187,Feeding
88,188,Feeding
94,188,Feeding
109,188,Feeding
66,189,Feeding
114,189,Feeding
118,189,Feeding
118,190,Feeding
119,190,Feeding
121,190,Feeding
122,190,Feeding
125,190,Feeding
128,190,Feeding
136,190,Feeding
138,190,Feeding
114,191,Feeding
118,191,Feeding
119,191,Feeding
121,191,Feeding
122,191,Feeding
125,191,Feeding
136,191,Feeding
138,191,Feeding
24,192,Feeding
25,192,Feeding
26,192,Feeding
29,192,Feeding
34,192,Feeding
35,192,Feeding
36,192,Feeding
37,192,Feeding
38,192,Feeding
39,192,Feeding
40,192,Feeding
41,192,Feeding
42,192,Feeding
43,192,Feeding
45,192,Feeding
53,192,Feeding
77,192,Feeding
79,192,Feeding
88,192,Feeding
89,192,Feeding
91,192,Feeding
96,192,Feeding
97,192,Feeding
98,192,Feeding
101,192,Feeding
105,192,Feeding
107,192,Feeding
108,192,Feeding
109,192,Feeding
121,192,Feeding
118,193,Feeding
119,193,Feeding
121,193,Feeding
136,193,Feeding
138,193,Feeding
24,196,Feeding
25,196,Feeding
26,196,Feeding
29,196,Feeding
34,196,Feeding
35,196,Feeding
36,196,Feeding
37,196,Feeding
38,196,Feeding
39,196,Feeding
40,196,Feeding
41,196,Feeding
42,196,Feeding
43,196,Feeding
45,196,Feeding
53,196,Feeding
75,196,Feeding
76,196,Feeding
77,196,Feeding
79,196,Feeding
82,196,Feeding
89,196,Feeding
91,196,Feeding
96,196,Feeding
97,196,Feeding
98,196,Feeding
101,196,Feeding
103,196,Feeding
105,196,Feeding
107,196,Feeding
108,196,Feeding
94,196,Feeding
94,196,Feeding
119,196,Feeding
121,196,Feeding
136,196,Feeding
138,196,Feeding
94,198,Feeding
114,198,Feeding
118,198,Feeding
119,198,Feeding
121,198,Feeding
122,198,Feeding
125,198,Feeding
136,198,Feeding
138,198,Feeding
94,203,Feeding
114,203,Feeding
118,203,Feeding
119,203,Feeding
121,203,Feeding
122,203,Feeding
125,203,Feeding
136,203,Feeding
138,203,Feeding
66,206,Feeding
114,206,Feeding
118,206,Feeding
6,207,Feeding
24,207,Feeding
25,207,Feeding
26,207,Feeding
29,207,Feeding
34,207,Feeding
35,207,Feeding
36,207,Feeding
37,207,Feeding
38,207,Feeding
39,207,Feeding
40,207,Feeding
41,207,Feeding
42,207,Feeding
43,207,Feeding
45,207,Feeding
53,207,Feeding
75,207,Feeding
77,207,Feeding
79,207,Feeding
89,207,Feeding
94,207,Feeding
103,207,Feeding
108,207,Feeding
82,208,Feeding
114,208,Feeding
24,209,Feeding
25,209,Feeding
26,209,Feeding
29,209,Feeding
34,209,Feeding
35,209,Feeding
36,209,Feeding
37,209,Feeding
38,209,Feeding
39,209,Feeding
40,209,Feeding
41,209,Feeding
42,209,Feeding
43,209,Feeding
45,209,Feeding
53,209,Feeding
66,209,Feeding
77,209,Feeding
79,209,Feeding
88,209,Feeding
89,209,Feeding
91,209,Feeding
96,209,Feeding
97,209,Feeding
98,209,Feeding
101,209,Feeding
103,209,Feeding
105,209,Feeding
107,209,Feeding
108,209,Feeding
109,209,Feeding
86,209,Feeding
90,209,Feeding
94,209,Feeding
94,209,Feeding
111,209,Feeding
114,209,Feeding
119,209,Feeding
136,209,Feeding
138,209,Feeding
211,209,Feeding
111,211,Feeding
4,350,ES
7,350,ES
8,350,ES
11,350,ES
14,350,ES
15,350,ES
16,350,ES
17,350,ES
18,350,ES
20,350,ES
4,550,ES
6,550,ES
7,550,ES
8,550,ES
10,550,ES
11,550,ES
12,550,ES
14,550,ES
15,550,ES
16,550,ES
17,550,ES
18,550,ES
19,550,ES
20,550,ES
21,550,ES
24,550,ES
25,550,ES
26,550,ES
29,550,ES
34,550,ES
36,550,ES
37,550,ES
38,550,ES
39,550,ES
40,550,ES
41,550,ES
42,550,ES
43,550,ES
45,550,ES
48,550,ES
53,550,ES
54,550,ES
75,550,ES
76,550,ES
77,550,ES
79,550,ES
82,550,ES
88,550,ES
89,550,ES
91,550,ES
92,550,ES
94,550,ES
96,550,ES
97,550,ES
98,550,ES
100,550,ES
101,550,ES
103,550,ES
104,550,ES
105,550,ES
107,550,ES
108,550,ES
109,550,ES
110,550,ES
111,550,ES
114,550,ES
118,550,ES
119,550,ES
121,550,ES
122,550,ES
125,550,ES
128,550,ES
130,550,ES
131,550,ES
134,550,ES
136,550,ES
137,550,ES
138,550,ES
140,550,ES
4,650,ES
6,650,ES
7,650,ES
8,650,ES
10,650,ES
11,650,ES
12,650,ES
14,650,ES
15,650,ES
16,650,ES
17,650,ES
18,650,ES
19,650,ES
20,650,ES
66,650,ES
4,450,ES
6,450,ES
7,450,ES
8,450,ES
10,450,ES
11,450,ES
12,450,ES
14,450,ES
15,450,ES
16,450,ES
17,450,ES
18,450,ES
20,450,ES
145,950,ES
152,950,ES
185,950,ES
169,850,ES
168,850,ES
171,850,ES
156,850,ES
164,850,ES
192,850,ES
207,850,ES
178,850,ES
191,850,ES
198,850,ES
203,850,ES
162,850,ES
158,850,ES
157,850,ES
189,850,ES
176,850,ES
148,850,ES
190,850,ES
208,850,ES
147,850,ES
186,850,ES
146,850,ES
187,850,ES
167,850,ES
166,850,ES
193,850,ES
172,850,ES
