ResourceSpeciesID,ConsumerSpeciesID,Type
124,200,Feeding
50,203,Feeding
94,203,Feeding
113,203,Feeding
114,203,Feeding
115,203,Feeding
117,203,Feeding
118,203,Feeding
119,203,Feeding
121,203,Feeding
122,203,Feeding
123,203,Feeding
124,203,Feeding
125,203,Feeding
126,203,Feeding
132,203,Feeding
135,203,Feeding
136,203,Feeding
117,205,Feeding
118,205,Feeding
119,205,Feeding
121,205,Feeding
122,205,Feeding
123,205,Feeding
124,205,Feeding
125,205,Feeding
126,205,Feeding
132,205,Feeding
135,205,Feeding
136,205,Feeding
50,206,Feeding
59,206,Feeding
60,206,Feeding
62,206,Feeding
63,206,Feeding
64,206,Feeding
68,206,Feeding
69,206,Feeding
71,206,Feeding
73,206,Feeding
113,206,Feeding
114,206,Feeding
117,206,Feeding
118,206,Feeding
6,207,Feeding
22,207,Feeding
23,207,Feeding
26,207,Feeding
27,207,Feeding
28,207,Feeding
29,207,Feeding
30,207,Feeding
31,207,Feeding
32,207,Feeding
33,207,Feeding
35,207,Feeding
45,207,Feeding
46,207,Feeding
50,207,Feeding
53,207,Feeding
55,207,Feeding
58,207,Feeding
61,207,Feeding
62,207,Feeding
64,207,Feeding
74,207,Feeding
75,207,Feeding
78,207,Feeding
79,207,Feeding
80,207,Feeding
81,207,Feeding
83,207,Feeding
84,207,Feeding
85,207,Feeding
94,207,Feeding
113,207,Feeding
50,208,Feeding
82,208,Feeding
113,208,Feeding
114,208,Feeding
115,208,Feeding
22,209,Feeding
23,209,Feeding
26,209,Feeding
27,209,Feeding
28,209,Feeding
29,209,Feeding
30,209,Feeding
31,209,Feeding
32,209,Feeding
33,209,Feeding
35,209,Feeding
45,209,Feeding
46,209,Feeding
49,209,Feeding
50,209,Feeding
52,209,Feeding
53,209,Feeding
55,209,Feeding
57,209,Feeding
58,209,Feeding
59,209,Feeding
60,209,Feeding
61,209,Feeding
62,209,Feeding
63,209,Feeding
64,209,Feeding
68,209,Feeding
69,209,Feeding
71,209,Feeding
73,209,Feeding
74,209,Feeding
79,209,Feeding
81,209,Feeding
83,209,Feeding
95,209,Feeding
109,209,Feeding
86,209,Feeding
90,209,Feeding
94,209,Feeding
94,209,Feeding
111,209,Feeding
112,209,Feeding
113,209,Feeding
114,209,Feeding
115,209,Feeding
119,209,Feeding
126,209,Feeding
136,209,Feeding
211,209,Feeding
111,211,Feeding
4,350,ES
7,350,ES
8,350,ES
9,350,ES
10,350,ES
11,350,ES
14,350,ES
16,350,ES
17,350,ES
4,550,ES
6,550,ES
7,550,ES
8,550,ES
9,550,ES
10,550,ES
11,550,ES
12,550,ES
14,550,ES
16,550,ES
17,550,ES
30,550,ES
33,550,ES
49,550,ES
55,550,ES
57,550,ES
59,550,ES
60,550,ES
61,550,ES
62,550,ES
64,550,ES
68,550,ES
69,550,ES
71,550,ES
73,550,ES
74,550,ES
75,550,ES
76,550,ES
78,550,ES
79,550,ES
80,550,ES
82,550,ES
83,550,ES
95,550,ES
109,550,ES
111,550,ES
112,550,ES
113,550,ES
114,550,ES
115,550,ES
121,550,ES
125,550,ES
4,650,ES
7,650,ES
8,650,ES
9,650,ES
11,650,ES
12,650,ES
14,650,ES
16,650,ES
17,650,ES
59,650,ES
60,650,ES
61,650,ES
62,650,ES
63,650,ES
64,650,ES
68,650,ES
69,650,ES
71,650,ES
73,650,ES
74,650,ES
4,450,ES
7,450,ES
8,450,ES
9,450,ES
10,450,ES
11,450,ES
12,450,ES
14,450,ES
16,450,ES
17,450,ES
145,950,ES
152,950,ES
159,950,ES
182,950,ES
117,750,ES
123,750,ES
132,750,ES
133,750,ES
59,750,ES
179,850,ES
197,850,ES
174,850,ES
158,850,ES
157,850,ES
190,850,ES
147,850,ES
186,850,ES
146,850,ES
165,850,ES
141,850,ES
