ResourceSpeciesID,ConsumerSpeciesID,Type
89,125,Feeding
99,125,Feeding
100,125,Feeding
102,125,Feeding
109,125,Feeding
111,125,Feeding
112,125,Feeding
113,125,Feeding
114,125,Feeding
115,125,Feeding
119,125,Feeding
120,125,Feeding
121,125,Feeding
211,125,Feeding
50,127,Feeding
89,127,Feeding
99,127,Feeding
102,127,Feeding
109,127,Feeding
111,127,Feeding
112,127,Feeding
113,127,Feeding
114,127,Feeding
115,127,Feeding
119,127,Feeding
120,127,Feeding
121,127,Feeding
211,127,Feeding
50,132,Feeding
89,132,Feeding
99,132,Feeding
102,132,Feeding
109,132,Feeding
113,132,Feeding
114,132,Feeding
116,132,Feeding
119,132,Feeding
120,132,Feeding
121,132,Feeding
125,132,Feeding
132,132,Feeding
50,139,Feeding
64,139,Feeding
65,139,Feeding
67,139,Feeding
68,139,Feeding
70,139,Feeding
71,139,Feeding
72,139,Feeding
73,139,Feeding
111,139,Feeding
112,139,Feeding
113,139,Feeding
114,139,Feeding
115,139,Feeding
118,139,Feeding
119,139,Feeding
120,139,Feeding
121,139,Feeding
122,139,Feeding
125,139,Feeding
127,139,Feeding
132,139,Feeding
211,139,Feeding
50,140,Feeding
64,140,Feeding
65,140,Feeding
67,140,Feeding
68,140,Feeding
70,140,Feeding
71,140,Feeding
72,140,Feeding
73,140,Feeding
111,140,Feeding
112,140,Feeding
113,140,Feeding
114,140,Feeding
115,140,Feeding
119,140,Feeding
211,140,Feeding
25,141,Feeding
35,141,Feeding
44,141,Feeding
51,141,Feeding
53,141,Feeding
79,141,Feeding
93,141,Feeding
94,141,Feeding
110,141,Feeding
86,141,Feeding
90,141,Feeding
119,141,Feeding
121,141,Feeding
5,143,Feeding
7,143,Feeding
8,143,Feeding
9,143,Feeding
10,143,Feeding
11,143,Feeding
16,143,Feeding
64,143,Feeding
65,143,Feeding
67,143,Feeding
99,143,Feeding
212,143,Feeding
213,143,Feeding
50,144,Feeding
64,144,Feeding
65,144,Feeding
67,144,Feeding
68,144,Feeding
70,144,Feeding
71,144,Feeding
72,144,Feeding
73,144,Feeding
113,144,Feeding
114,144,Feeding
118,144,Feeding
12,145,Feeding
16,145,Feeding
75,145,Feeding
99,145,Feeding
86,145,Feeding
90,145,Feeding
93,145,Feeding
94,145,Feeding
93,145,Feeding
94,145,Feeding
213,145,Feeding
25,146,Feeding
35,146,Feeding
44,146,Feeding
50,146,Feeding
51,146,Feeding
53,146,Feeding
61,146,Feeding
64,146,Feeding
65,146,Feeding
66,146,Feeding
67,146,Feeding
68,146,Feeding
70,146,Feeding
79,146,Feeding
89,146,Feeding
93,146,Feeding
94,146,Feeding
99,146,Feeding
102,146,Feeding
109,146,Feeding
113,146,Feeding
114,146,Feeding
115,146,Feeding
119,146,Feeding
50,147,Feeding
113,147,Feeding
114,147,Feeding
115,147,Feeding
116,147,Feeding
118,147,Feeding
119,147,Feeding
120,147,Feeding
121,147,Feeding
122,147,Feeding
125,147,Feeding
127,147,Feeding
132,147,Feeding
118,148,Feeding
120,148,Feeding
121,148,Feeding
50,151,Feeding
64,151,Feeding
65,151,Feeding
66,151,Feeding
67,151,Feeding
68,151,Feeding
70,151,Feeding
71,151,Feeding
72,151,Feeding
73,151,Feeding
113,151,Feeding
114,151,Feeding
118,151,Feeding
50,154,Feeding
64,154,Feeding
65,154,Feeding
66,154,Feeding
67,154,Feeding
68,154,Feeding
70,154,Feeding
75,154,Feeding
79,154,Feeding
99,154,Feeding
113,154,Feeding
114,154,Feeding
115,154,Feeding
12,155,Feeding
16,155,Feeding
75,155,Feeding
99,155,Feeding
86,155,Feeding
90,155,Feeding
93,155,Feeding
94,155,Feeding
93,155,Feeding
94,155,Feeding
213,155,Feeding
50,157,Feeding
64,157,Feeding
65,157,Feeding
66,157,Feeding
67,157,Feeding
68,157,Feeding
70,157,Feeding
71,157,Feeding
72,157,Feeding
73,157,Feeding
113,157,Feeding
114,157,Feeding
118,157,Feeding
121,157,Feeding
118,158,Feeding
119,158,Feeding
120,158,Feeding
121,158,Feeding
12,159,Feeding
16,159,Feeding
75,159,Feeding
99,159,Feeding
86,159,Feeding
90,159,Feeding
93,159,Feeding
94,159,Feeding
93,159,Feeding
94,159,Feeding
213,159,Feeding
164,161,Feeding
178,161,Feeding
201,161,Feeding
207,161,Feeding
116,163,Feeding
118,163,Feeding
119,163,Feeding
120,163,Feeding
121,163,Feeding
122,163,Feeding
125,163,Feeding
127,163,Feeding
132,163,Feeding
25,164,Feeding
35,164,Feeding
44,164,Feeding
51,164,Feeding
53,164,Feeding
64,164,Feeding
65,164,Feeding
67,164,Feeding
68,164,Feeding
70,164,Feeding
79,164,Feeding
89,164,Feeding
99,164,Feeding
102,164,Feeding
109,164,Feeding
120,164,Feeding
121,164,Feeding
116,168,Feeding
118,168,Feeding
119,168,Feeding
120,168,Feeding
121,168,Feeding
122,168,Feeding
125,168,Feeding
127,168,Feeding
132,168,Feeding
116,169,Feeding
118,169,Feeding
119,169,Feeding
120,169,Feeding
121,169,Feeding
122,169,Feeding
125,169,Feeding
127,169,Feeding
132,169,Feeding
118,170,Feeding
119,170,Feeding
120,170,Feeding
121,170,Feeding
25,172,Feeding
35,172,Feeding
44,172,Feeding
51,172,Feeding
53,172,Feeding
79,172,Feeding
93,172,Feeding
94,172,Feeding
86,172,Feeding
90,172,Feeding
119,172,Feeding
12,173,Feeding
16,173,Feeding
75,173,Feeding
99,173,Feeding
86,173,Feeding
90,173,Feeding
93,173,Feeding
94,173,Feeding
94,173,Feeding
213,173,Feeding
93,174,Feeding
94,174,Feeding
102,174,Feeding
109,174,Feeding
50,175,Feeding
61,175,Feeding
71,175,Feeding
72,175,Feeding
73,175,Feeding
111,175,Feeding
112,175,Feeding
113,175,Feeding
114,175,Feeding
115,175,Feeding
119,175,Feeding
211,175,Feeding
25,176,Feeding
35,176,Feeding
44,176,Feeding
50,176,Feeding
51,176,Feeding
53,176,Feeding
64,176,Feeding
65,176,Feeding
67,176,Feeding
68,176,Feeding
70,176,Feeding
71,176,Feeding
72,176,Feeding
73,176,Feeding
75,176,Feeding
76,176,Feeding
79,176,Feeding
82,176,Feeding
89,176,Feeding
99,176,Feeding
93,176,Feeding
94,176,Feeding
93,176,Feeding
94,176,Feeding
113,176,Feeding
119,176,Feeding
121,176,Feeding
50,177,Feeding
93,177,Feeding
94,177,Feeding
113,177,Feeding
114,177,Feeding
115,177,Feeding
116,177,Feeding
118,177,Feeding
119,177,Feeding
120,177,Feeding
121,177,Feeding
122,177,Feeding
125,177,Feeding
127,177,Feeding
132,177,Feeding
25,178,Feeding
35,178,Feeding
44,178,Feeding
51,178,Feeding
53,178,Feeding
64,178,Feeding
65,178,Feeding
67,178,Feeding
79,178,Feeding
93,178,Feeding
94,178,Feeding
99,178,Feeding
100,178,Feeding
102,178,Feeding
109,178,Feeding
93,178,Feeding
94,178,Feeding
93,178,Feeding
94,178,Feeding
120,178,Feeding
121,178,Feeding
25,181,Feeding
35,181,Feeding
44,181,Feeding
50,181,Feeding
51,181,Feeding
53,181,Feeding
64,181,Feeding
65,181,Feeding
67,181,Feeding
68,181,Feeding
70,181,Feeding
82,181,Feeding
89,181,Feeding
99,181,Feeding
102,181,Feeding
109,181,Feeding
113,181,Feeding
114,181,Feeding
115,181,Feeding
119,181,Feeding
5,182,Feeding
7,182,Feeding
8,182,Feeding
9,182,Feeding
10,182,Feeding
11,182,Feeding
16,182,Feeding
75,182,Feeding
79,182,Feeding
99,182,Feeding
86,182,Feeding
90,182,Feeding
93,182,Feeding
94,182,Feeding
94,182,Feeding
212,182,Feeding
213,182,Feeding
50,183,Feeding
64,183,Feeding
65,183,Feeding
66,183,Feeding
67,183,Feeding
68,183,Feeding
70,183,Feeding
71,183,Feeding
72,183,Feeding
73,183,Feeding
113,183,Feeding
114,183,Feeding
118,183,Feeding
50,187,Feeding
99,187,Feeding
113,187,Feeding
114,187,Feeding
115,187,Feeding
116,187,Feeding
118,187,Feeding
119,187,Feeding
120,187,Feeding
121,187,Feeding
122,187,Feeding
125,187,Feeding
127,187,Feeding
132,187,Feeding
50,189,Feeding
64,189,Feeding
65,189,Feeding
66,189,Feeding
67,189,Feeding
68,189,Feeding
70,189,Feeding
71,189,Feeding
72,189,Feeding
73,189,Feeding
113,189,Feeding
114,189,Feeding
118,189,Feeding
116,190,Feeding
118,190,Feeding
119,190,Feeding
120,190,Feeding
121,190,Feeding
122,190,Feeding
125,190,Feeding
127,190,Feeding
132,190,Feeding
5,194,Feeding
7,194,Feeding
8,194,Feeding
10,194,Feeding
11,194,Feeding
16,194,Feeding
21,194,Feeding
25,194,Feeding
35,194,Feeding
44,194,Feeding
53,194,Feeding
64,194,Feeding
65,194,Feeding
75,194,Feeding
79,194,Feeding
89,194,Feeding
99,194,Feeding
100,194,Feeding
86,194,Feeding
90,194,Feeding
93,194,Feeding
94,194,Feeding
93,194,Feeding
94,194,Feeding
213,194,Feeding
25,197,Feeding
35,197,Feeding
44,197,Feeding
51,197,Feeding
53,197,Feeding
64,197,Feeding
65,197,Feeding
67,197,Feeding
89,197,Feeding
93,197,Feeding
94,197,Feeding
50,198,Feeding
93,198,Feeding
94,198,Feeding
113,198,Feeding
114,198,Feeding
115,198,Feeding
116,198,Feeding
118,198,Feeding
119,198,Feeding
120,198,Feeding
121,198,Feeding
122,198,Feeding
125,198,Feeding
127,198,Feeding
132,198,Feeding
25,201,Feeding
35,201,Feeding
44,201,Feeding
50,201,Feeding
51,201,Feeding
53,201,Feeding
61,201,Feeding
64,201,Feeding
65,201,Feeding
67,201,Feeding
75,201,Feeding
79,201,Feeding
89,201,Feeding
93,201,Feeding
94,201,Feeding
113,201,Feeding
50,202,Feeding
64,202,Feeding
65,202,Feeding
66,202,Feeding
67,202,Feeding
68,202,Feeding
70,202,Feeding
71,202,Feeding
72,202,Feeding
73,202,Feeding
79,202,Feeding
99,202,Feeding
111,202,Feeding
112,202,Feeding
113,202,Feeding
114,202,Feeding
115,202,Feeding
211,202,Feeding
116,205,Feeding
118,205,Feeding
119,205,Feeding
120,205,Feeding
121,205,Feeding
122,205,Feeding
125,205,Feeding
127,205,Feeding
132,205,Feeding
6,207,Feeding
25,207,Feeding
35,207,Feeding
44,207,Feeding
50,207,Feeding
51,207,Feeding
53,207,Feeding
61,207,Feeding
64,207,Feeding
65,207,Feeding
67,207,Feeding
75,207,Feeding
79,207,Feeding
89,207,Feeding
93,207,Feeding
94,207,Feeding
113,207,Feeding
50,208,Feeding
82,208,Feeding
113,208,Feeding
114,208,Feeding
115,208,Feeding
25,209,Feeding
35,209,Feeding
44,209,Feeding
50,209,Feeding
51,209,Feeding
53,209,Feeding
61,209,Feeding
64,209,Feeding
65,209,Feeding
66,209,Feeding
67,209,Feeding
68,209,Feeding
70,209,Feeding
71,209,Feeding
72,209,Feeding
73,209,Feeding
79,209,Feeding
89,209,Feeding
99,209,Feeding
102,209,Feeding
109,209,Feeding
86,209,Feeding
90,209,Feeding
93,209,Feeding
94,209,Feeding
93,209,Feeding
94,209,Feeding
111,209,Feeding
112,209,Feeding
113,209,Feeding
114,209,Feeding
115,209,Feeding
119,209,Feeding
211,209,Feeding
50,210,Feeding
113,210,Feeding
114,210,Feeding
115,210,Feeding
118,210,Feeding
143,210,Feeding
174,210,Feeding
182,210,Feeding
111,211,Feeding
5,212,Feeding
16,212,Feeding
5,213,Feeding
7,213,Feeding
8,213,Feeding
11,213,Feeding
16,213,Feeding
5,350,ES
7,350,ES
8,350,ES
9,350,ES
11,350,ES
16,350,ES
5,450,ES
6,450,ES
7,450,ES
8,450,ES
9,450,ES
11,450,ES
12,450,ES
16,450,ES
5,650,ES
6,650,ES
7,650,ES
8,650,ES
9,650,ES
10,650,ES
11,650,ES
16,650,ES
61,650,ES
64,650,ES
65,650,ES
66,650,ES
67,650,ES
68,650,ES
70,650,ES
71,650,ES
72,650,ES
73,650,ES
5,550,ES
6,550,ES
7,550,ES
8,550,ES
9,550,ES
10,550,ES
11,550,ES
12,550,ES
16,550,ES
51,550,ES
53,550,ES
61,550,ES
64,550,ES
65,550,ES
66,550,ES
67,550,ES
68,550,ES
70,550,ES
71,550,ES
72,550,ES
73,550,ES
75,550,ES
76,550,ES
79,550,ES
82,550,ES
89,550,ES
92,550,ES
99,550,ES
100,550,ES
102,550,ES
104,550,ES
106,550,ES
109,550,ES
110,550,ES
111,550,ES
112,550,ES
113,550,ES
114,550,ES
115,550,ES
116,550,ES
118,550,ES
119,550,ES
120,550,ES
121,550,ES
122,550,ES
125,550,ES
127,550,ES
132,550,ES
139,550,ES
140,550,ES
210,550,ES
118,750,ES
120,750,ES
122,750,ES
125,750,ES
127,750,ES
132,750,ES
139,750,ES
61,750,ES
68,750,ES
143,950,ES
145,950,ES
155,950,ES
173,950,ES
182,950,ES
161,850,ES
151,850,ES
183,850,ES
148,850,ES
202,850,ES
190,850,ES
187,850,ES
141,850,ES
